fips,above_average_vax_rate
51177,Voted Republican and Above Average Vaccination Rate
51179,Voted Democrat and Above Average Vaccination Rate
51181,Voted Democrat and Above Average Vaccination Rate
51183,Voted Democrat and Below Average Vaccination Rate
51185,Voted Republican and Below Average Vaccination Rate
51187,Voted Republican and Below Average Vaccination Rate
51191,Voted Republican and Above Average Vaccination Rate
51193,Voted Republican and Above Average Vaccination Rate
51195,Voted Republican and Above Average Vaccination Rate
51197,Voted Republican and Below Average Vaccination Rate
51199,Voted Republican and Above Average Vaccination Rate
51520,Voted Republican and Above Average Vaccination Rate
51530,Voted Republican and Below Average Vaccination Rate
51540,Voted Democrat and Above Average Vaccination Rate
51570,Voted Republican and Below Average Vaccination Rate
51580,Voted Republican and Below Average Vaccination Rate
51590,Voted Democrat and Below Average Vaccination Rate
51595,Voted Democrat and Below Average Vaccination Rate
51600,Voted Democrat and Above Average Vaccination Rate
51610,Voted Democrat and Above Average Vaccination Rate
51620,Voted Democrat and Above Average Vaccination Rate
51630,Voted Democrat and Below Average Vaccination Rate
51640,Voted Republican and Below Average Vaccination Rate
51650,Voted Democrat and Above Average Vaccination Rate
51660,Voted Democrat and Below Average Vaccination Rate
51670,Voted Democrat and Below Average Vaccination Rate
51678,Voted Democrat and Below Average Vaccination Rate
51680,Voted Democrat and Below Average Vaccination Rate
51683,Voted Democrat and Above Average Vaccination Rate
51685,Voted Democrat and Above Average Vaccination Rate
51690,Voted Democrat and Above Average Vaccination Rate
51700,Voted Democrat and Above Average Vaccination Rate
51710,Voted Democrat and Above Average Vaccination Rate
51720,Voted Republican and Below Average Vaccination Rate
51730,Voted Democrat and Below Average Vaccination Rate
51735,Voted Republican and Above Average Vaccination Rate
51740,Voted Democrat and Above Average Vaccination Rate
51750,Voted Democrat and Below Average Vaccination Rate
51760,Voted Democrat and Below Average Vaccination Rate
51770,Voted Democrat and Above Average Vaccination Rate
51775,Voted Republican and Above Average Vaccination Rate
51790,Voted Democrat and Above Average Vaccination Rate
51800,Voted Democrat and Above Average Vaccination Rate
51810,Voted Democrat and Above Average Vaccination Rate
51820,Voted Republican and Above Average Vaccination Rate
51830,Voted Democrat and Below Average Vaccination Rate
51840,Voted Democrat and Above Average Vaccination Rate
53001,Voted Republican and Above Average Vaccination Rate
53003,Voted Republican and Below Average Vaccination Rate
53005,Voted Republican and Above Average Vaccination Rate
53007,Voted Republican and Above Average Vaccination Rate
53009,Voted Democrat and Above Average Vaccination Rate
53011,Voted Democrat and Above Average Vaccination Rate
53013,Voted Republican and Above Average Vaccination Rate
53015,Voted Republican and Above Average Vaccination Rate
53017,Voted Republican and Above Average Vaccination Rate
53019,Voted Republican and Above Average Vaccination Rate
53021,Voted Republican and Above Average Vaccination Rate
53023,Voted Republican and Above Average Vaccination Rate
53025,Voted Republican and Above Average Vaccination Rate
53027,Voted Republican and Above Average Vaccination Rate
53029,Voted Democrat and Above Average Vaccination Rate
53031,Voted Democrat and Above Average Vaccination Rate
53033,Voted Democrat and Above Average Vaccination Rate
53035,Voted Democrat and Above Average Vaccination Rate
53037,Voted Republican and Above Average Vaccination Rate
53039,Voted Republican and Above Average Vaccination Rate
53041,Voted Republican and Above Average Vaccination Rate
53043,Voted Republican and Above Average Vaccination Rate
53045,Voted Republican and Above Average Vaccination Rate
53047,Voted Republican and Above Average Vaccination Rate
53049,Voted Republican and Above Average Vaccination Rate
53051,Voted Republican and Below Average Vaccination Rate
53053,Voted Democrat and Above Average Vaccination Rate
53055,Voted Democrat and Above Average Vaccination Rate
53057,Voted Democrat and Above Average Vaccination Rate
53059,Voted Republican and Below Average Vaccination Rate
53061,Voted Democrat and Above Average Vaccination Rate
53063,Voted Republican and Above Average Vaccination Rate
53065,Voted Republican and Below Average Vaccination Rate
53067,Voted Democrat and Above Average Vaccination Rate
53069,Voted Republican and Above Average Vaccination Rate
53071,Voted Republican and Above Average Vaccination Rate
53073,Voted Democrat and Above Average Vaccination Rate
53075,Voted Democrat and Below Average Vaccination Rate
53077,Voted Republican and Above Average Vaccination Rate
54001,Voted Republican and Below Average Vaccination Rate
54003,Voted Republican and Below Average Vaccination Rate
54005,Voted Republican and Below Average Vaccination Rate
54007,Voted Republican and Below Average Vaccination Rate
54009,Voted Republican and Below Average Vaccination Rate
54011,Voted Republican and Below Average Vaccination Rate
54013,Voted Republican and Below Average Vaccination Rate
54015,Voted Republican and Below Average Vaccination Rate
54017,Voted Republican and Below Average Vaccination Rate
54019,Voted Republican and Below Average Vaccination Rate
54021,Voted Republican and Below Average Vaccination Rate
54023,Voted Republican and Below Average Vaccination Rate
54025,Voted Republican and Below Average Vaccination Rate
54027,Voted Republican and Below Average Vaccination Rate
54029,Voted Republican and Below Average Vaccination Rate
54031,Voted Republican and Below Average Vaccination Rate
54033,Voted Republican and Below Average Vaccination Rate
54035,Voted Republican and Below Average Vaccination Rate
54037,Voted Republican and Below Average Vaccination Rate
54039,Voted Republican and Below Average Vaccination Rate
54041,Voted Republican and Below Average Vaccination Rate
54043,Voted Republican and Below Average Vaccination Rate
54045,Voted Republican and Below Average Vaccination Rate
54047,Voted Republican and Below Average Vaccination Rate
54049,Voted Republican and Below Average Vaccination Rate
54051,Voted Republican and Below Average Vaccination Rate
54053,Voted Republican and Below Average Vaccination Rate
54055,Voted Republican and Above Average Vaccination Rate
54057,Voted Republican and Below Average Vaccination Rate
54059,Voted Republican and Below Average Vaccination Rate
54061,Voted Republican and Below Average Vaccination Rate
54063,Voted Republican and Below Average Vaccination Rate
54065,Voted Republican and Below Average Vaccination Rate
54067,Voted Republican and Below Average Vaccination Rate
54069,Voted Republican and Below Average Vaccination Rate
54071,Voted Republican and Below Average Vaccination Rate
54073,Voted Republican and Below Average Vaccination Rate
54075,Voted Republican and Below Average Vaccination Rate
54077,Voted Republican and Below Average Vaccination Rate
54079,Voted Republican and Below Average Vaccination Rate
54081,Voted Republican and Below Average Vaccination Rate
54083,Voted Republican and Below Average Vaccination Rate
54085,Voted Republican and Below Average Vaccination Rate
54087,Voted Republican and Below Average Vaccination Rate
54089,Voted Republican and Below Average Vaccination Rate
54091,Voted Republican and Below Average Vaccination Rate
54093,Voted Republican and Below Average Vaccination Rate
54095,Voted Republican and Below Average Vaccination Rate
54097,Voted Republican and Below Average Vaccination Rate
54099,Voted Republican and Below Average Vaccination Rate
54101,Voted Republican and Below Average Vaccination Rate
54103,Voted Republican and Below Average Vaccination Rate
54105,Voted Republican and Below Average Vaccination Rate
54107,Voted Republican and Below Average Vaccination Rate
54109,Voted Republican and Below Average Vaccination Rate
55001,Voted Republican and Below Average Vaccination Rate
55003,Voted Democrat and Above Average Vaccination Rate
55005,Voted Republican and Below Average Vaccination Rate
55007,Voted Democrat and Above Average Vaccination Rate
55009,Voted Republican and Above Average Vaccination Rate
55011,Voted Republican and Below Average Vaccination Rate
55013,Voted Republican and Above Average Vaccination Rate
55015,Voted Republican and Above Average Vaccination Rate
55017,Voted Republican and Above Average Vaccination Rate
55019,Voted Republican and Below Average Vaccination Rate
55021,Voted Republican and Above Average Vaccination Rate
55023,Voted Republican and Above Average Vaccination Rate
55025,Voted Democrat and Above Average Vaccination Rate
55027,Voted Republican and Below Average Vaccination Rate
55029,Voted Democrat and Above Average Vaccination Rate
55031,Voted Democrat and Below Average Vaccination Rate
55033,Voted Republican and Below Average Vaccination Rate
55035,Voted Democrat and Above Average Vaccination Rate
55037,Voted Republican and Below Average Vaccination Rate
55039,Voted Republican and Above Average Vaccination Rate
55041,Voted Republican and Above Average Vaccination Rate
55043,Voted Republican and Above Average Vaccination Rate
55045,Voted Democrat and Above Average Vaccination Rate
55047,Voted Republican and Above Average Vaccination Rate
55049,Voted Democrat and Above Average Vaccination Rate
55051,Voted Republican and Above Average Vaccination Rate
55053,Voted Republican and Below Average Vaccination Rate
55055,Voted Republican and Above Average Vaccination Rate
55057,Voted Republican and Below Average Vaccination Rate
55059,Voted Republican and Above Average Vaccination Rate
55061,Voted Republican and Below Average Vaccination Rate
55063,Voted Democrat and Above Average Vaccination Rate
55065,Voted Republican and Above Average Vaccination Rate
55067,Voted Republican and Below Average Vaccination Rate
55069,Voted Republican and Above Average Vaccination Rate
55071,Voted Republican and Above Average Vaccination Rate
55073,Voted Republican and Above Average Vaccination Rate
55075,Voted Republican and Below Average Vaccination Rate
55077,Voted Republican and Below Average Vaccination Rate
55078,Voted Democrat and Above Average Vaccination Rate
55079,Voted Democrat and Above Average Vaccination Rate
55081,Voted Republican and Above Average Vaccination Rate
55083,Voted Republican and Below Average Vaccination Rate
55085,Voted Republican and Above Average Vaccination Rate
55087,Voted Republican and Above Average Vaccination Rate
55089,Voted Republican and Above Average Vaccination Rate
55091,Voted Republican and Below Average Vaccination Rate
55093,Voted Republican and Below Average Vaccination Rate
55095,Voted Republican and Below Average Vaccination Rate
55097,Voted Democrat and Above Average Vaccination Rate
55099,Voted Republican and Above Average Vaccination Rate
55101,Voted Republican and Above Average Vaccination Rate
55103,Voted Republican and Above Average Vaccination Rate
55105,Voted Democrat and Above Average Vaccination Rate
55107,Voted Republican and Below Average Vaccination Rate
55109,Voted Republican and Below Average Vaccination Rate
55111,Voted Democrat and Above Average Vaccination Rate
55113,Voted Republican and Above Average Vaccination Rate
55115,Voted Republican and Above Average Vaccination Rate
55117,Voted Republican and Above Average Vaccination Rate
55119,Voted Republican and Below Average Vaccination Rate
55121,Voted Republican and Above Average Vaccination Rate
55123,Voted Republican and Above Average Vaccination Rate
55125,Voted Republican and Above Average Vaccination Rate
55127,Voted Republican and Above Average Vaccination Rate
55129,Voted Republican and Above Average Vaccination Rate
55131,Voted Republican and Above Average Vaccination Rate
55133,Voted Republican and Above Average Vaccination Rate
55135,Voted Republican and Above Average Vaccination Rate
55137,Voted Republican and Below Average Vaccination Rate
55139,Voted Republican and Above Average Vaccination Rate
55141,Voted Republican and Above Average Vaccination Rate
56001,Voted Democrat and Above Average Vaccination Rate
56003,Voted Republican and Below Average Vaccination Rate
56005,Voted Republican and Below Average Vaccination Rate
56007,Voted Republican and Above Average Vaccination Rate
56009,Voted Republican and Below Average Vaccination Rate
56011,Voted Republican and Below Average Vaccination Rate
56013,Voted Republican and Above Average Vaccination Rate
56015,Voted Republican and Below Average Vaccination Rate
56017,Voted Republican and Below Average Vaccination Rate
56019,Voted Republican and Below Average Vaccination Rate
56021,Voted Republican and Above Average Vaccination Rate
56023,Voted Republican and Below Average Vaccination Rate
56025,Voted Republican and Below Average Vaccination Rate
56027,Voted Republican and Below Average Vaccination Rate
56029,Voted Republican and Below Average Vaccination Rate
56031,Voted Republican and Below Average Vaccination Rate
56033,Voted Republican and Above Average Vaccination Rate
56035,Voted Republican and Below Average Vaccination Rate
56037,Voted Republican and Below Average Vaccination Rate
56039,Voted Democrat and Above Average Vaccination Rate
56041,Voted Republican and Above Average Vaccination Rate
56043,Voted Republican and Above Average Vaccination Rate
56045,Voted Republican and Above Average Vaccination Rate
